,id,name,url,summary,picture,birthplace,deathplace,birthdate,deathdate,cause_of_death,last name
465,465,auguste forbin,https://www.wikigallery.org//wiki/artist51461/Auguste-Forbin/page-1,"Forbin is a French surname. 
Members of an ancient Provence family (which now has many branches, the principal ones being the Forbin des Lasarts branch and the Forbin Janson branch) bearing the name include:

Palamède de Forbin (died 1508), founder of the house
Toussaint de Forbin-Janson (1625–1713), called the cardinal de Janson, bishop
Claude de Forbin (1656-1733), French naval commander
Count de Forbin, officer of the French Navy who served under Suffren during the War of American Independence
Jacques II de Forbin-Janson (1680–1741), Archbishop of Arles
Joseph de Forbin (died 1728)
Louis Nicolas Philippe Auguste de Forbin (1779–1841), French painter
Charles-Auguste-Marie-Joseph de Forbin-Janson (1785–1844), Bishop of NancyOthers with this surname include:

Alfred Forbin (1872-1956), stamp dealer
The fictional character Charles A. Forbin in the film Colossus: The Forbin ProjectLocation:

Hôtel de Forbin, a hôtel particulier on the Cours Mirabeau in Aix-en-Provence.",,,,,,,forbin
466,466,utagawa kunisada,https://www.wikigallery.org//wiki/artist34109/Utagawa-Kunisada/page-1,"Utagawa Kunisada (Japanese: 歌川 国貞; 1786 – 12 January 1865), also known as Utagawa Toyokuni III (三代 歌川 豊国, Sandai Utagawa Toyokuni), was a Japanese ukiyo-e artist. He is considered the most popular, prolific and commercially successful designer of ukiyo-e woodblock prints in 19th-century Japan. In his own time, his reputation far exceeded that of his contemporaries, Hokusai, Hiroshige and Kuniyoshi.",,,,,,,kunisada
467,467,horace vernet,https://www.wikigallery.org//wiki/artist36966/Horace-Vernet/page-1,"Émile Jean-Horace Vernet (30 June 1789 – 17 January 1863), more commonly known as simply Horace Vernet, was a French painter of battles, portraits, and Orientalist subjects.

",467.0,2.0,2.0,1789-06-30,1863-01-17,,vernet
468,468,fritz thaulow,https://www.wikigallery.org//wiki/artist45893/Fritz-Thaulow/page-1,"Frits Thaulow (20 October 1847 – 5 November 1906) was a Norwegian Impressionist painter, best known for his naturalistic depictions of landscape.",468.0,173.0,427.0,1847-10-20,1906-11-05,,thaulow
469,469,james sant,https://www.wikigallery.org//wiki/artist46202/James-Sant/page-1,"James Sant  (1820–1916) was a British painter specialising in portraits and known particularly for images of women and children and artistic exploration of the symbolism of childhood. He was a member of the Royal Academy. George Sant and Sarah Sant were also artists and are believed to have been his brother and sister.

",,,,,,,sant
470,470,archibald thorburn,https://www.wikigallery.org//wiki/artist44297/Archibald-Thorburn/page-1,"Archibald Thorburn FZS (31 May 1860, Lasswade, Midlothian – 9 October 1935, Hascombe, Surrey)  was a Scottish artist who specialised in wildlife, painting mostly in watercolour. He regularly visited Scotland to sketch birds in the wild, his favourite haunt being the Forest of Gaick near Kingussie in Invernesshire. His widely reproduced images of British wildlife, with their evocative and dramatic backgrounds, are enjoyed as much today as they were by naturalists a century ago.",,,,,,,thorburn
471,471,noel halle,https://www.wikigallery.org//wiki/artist34374/Noel-Halle/page-1,"Noël Hallé (2 September 1711, Paris – 5 June 1781, Paris) was a French painter, draftsman and printmaker. He was born into a family of artists, the son of Claude-Guy Hallé.

Hallé took the Prix de Rome in 1736. He studied at the French Academy in Rome from 1737 until 1744 under the direction of Jean-Francois de Troy. As a history painter, he received royal commissions for work at the Grand Trianon, Choisy, the Petit Trianon, and for the Batiments; he worked for the Gobelins Manufactory factory, for the city of Paris and for the King of Poland.  Among his works are Ancient Rome-related The Death of Seneca, Cornelia, Mother of the Gracchi and The Justice of Trajan. Hallé has had numerous works displayed at the Louvre including La Dispute de Minerve et de Neptune and La fuite en Egypte.",,,,,,,halle
472,472,giovanni battista baciccio gaulli,https://www.wikigallery.org//wiki/artist52187/Giovanni-Battista-%28Baciccio%29-Gaulli/page-1,"Giovanni Battista Gaulli (8 May 1639 – 2 April 1709), also known as Baciccio or Baciccia (Genoese nicknames for Giovanni Battista), was an Italian artist working in the High Baroque and early Rococo periods. He is best known for his grand illusionistic vault frescos in the Church of the Gesù in Rome, Italy. His work was influenced by Gian Lorenzo Bernini.",472.0,174.0,72.0,1639-05-08,1709-04-02,,gaulli
473,473,giovanni battista piranesi,https://www.wikigallery.org//wiki/artist36519/Giovanni-Battista-Piranesi/page-1,"Giovanni Battista (or Giambattista) Piranesi (Italian pronunciation: [dʒoˈvanni batˈtista piraˈneːzi; -eːsi]; also known as simply Piranesi; 4 October 1720 – 9 November 1778) was an Italian Classical archaeologist, architect, and artist, famous for his etchings of Rome and of fictitious and atmospheric ""prisons"" (Carceri d'invenzione). He was the father of Francesco Piranesi, Laura Piranesi and Pietro Piranesi.",473.0,14.0,72.0,1720-10-04,1778-11-09,,piranesi
474,474,margaretha roosenboom,https://www.wikigallery.org//wiki/artist46388/Margaretha-Roosenboom/page-1,"Margaretha Roosenboom (1843 – 1896), was a 19th-century Dutch flower painter.",474.0,,428.0,1843,,,roosenboom
475,475,glyn warren philpot,https://www.wikigallery.org//wiki/artist56933/Glyn-Warren-Philpot/page-1,"Glyn Warren Philpot  (5 October 1884 – 16 December 1937) was a British painter and sculptor, best known for his portraits of contemporary figures such as Siegfried Sassoon and Vladimir Rosing.",,,,,,,philpot
476,476,salvador dali inspired by,https://www.wikigallery.org//wiki/artist262/Salvador-Dali-%28inspired-by%29/page-1,"The Salvador Dalí Museum is an art museum in St. Petersburg, Florida, United States, dedicated to the works of Salvador Dalí. It is located on the downtown St. Petersburg waterfront by 5th Avenue Southeast, Bay Shore Drive, and Dan Wheldon Way.",,,,,,,by
477,477,aby altson,https://www.wikigallery.org//wiki/artist36194/Aby-Altson/page-1,,,,,,,,altson
479,479,peder monsted,https://www.wikigallery.org//wiki/artist1931/Peder-Monsted/page-1,"Peder Mørk Mønsted (10 December 1859 – 20 June 1941) was a Danish realist painter. He is best known for his landscape paintings in a realistic style. His favorite motifs include snowy winter landscapes, still water and forests.",479.0,175.0,429.0,1859-12-10,1941-06-21,,monsted
480,480,andrea solario,https://www.wikigallery.org//wiki/artist54129/Andrea-Solario/page-1,"Andrea Solari (also Solario) (1460–1524) was an Italian Renaissance painter of the Milanese school. He was initially named Andre del Gobbo, but more confusingly as Andrea del Bartolo
a name shared with two other Italian painters, the 14th-century Siennese Andrea di Bartolo, and the 15th-century Florentine Andrea di Bartolo.
His paintings can be seen in Venice, Milan, The Louvre and the Château de Gaillon (Normandy, France). One of his better-known paintings is the Madonna with the Green Cushion (c. 1507) in the Louvre.",,31.0,31.0,,,,solario
481,481,cosimo piero di,https://www.wikigallery.org//wiki/artist56957/Cosimo-Piero-di/page-1,"Piero di Cosimo (2 January 1462 – 12 April 1522), also known as Piero di Lorenzo, was an Italian painter of the Renaissance.
He is most famous for the mythological and allegorical subjects he painted in the late Quattrocento; he is said to have abandoned these to return to religious subjects under the influence of Savonarola, the preacher who exercised a huge sway in Florence in the 1490s, and had a similar effect on Botticelli. The High Renaissance style of the new century had little influence on him, and he retained the straightforward realism of his figures, which combines with an often whimsical treatment of his subjects to create the distinctive mood of his works. 
Vasari has many stories of his eccentricity, and the mythological subjects have an individual and quirky fascination. He trained under Cosimo Rosselli, whose daughter he married, and assisted him in his Sistine Chapel frescos. 
He was also influenced by Early Netherlandish painting, and busy landscapes feature in many works, often forests seen close at hand.  Several of his most striking secular works are in the long ""landscape"" format used for paintings inset into cassone wedding chests or spalliera headboards or panelling. He was apparently famous for designing the temporary decorations for Carnival and other festivities.",481.0,28.0,28.0,,1522-04-12,,di
482,482,"hoefnagel, joris",https://www.wikigallery.org//wiki/artist53015/%28after%29-Hoefnagel%2C-Joris/page-1,"Joris Hoefnagel or Georg Hoefnagel (1542, in Antwerp – 24 July 1601, in Vienna) was a Flemish painter, printmaker, miniaturist, draftsman and merchant.  He is noted for his illustrations of natural history subjects, topographical views, illuminations and mythological works.  He was one of the last manuscript illuminators and made a major contribution to the development of topographical drawing.
His manuscript illuminations and ornamental designs played an important role in the emergence of floral still-life painting as an independent genre in northern Europe at the end of the 16th century.  The almost scientific naturalism of his botanical and animal drawings served as a model for a later generation of Netherlandish artists. Through these nature studies he also contributed to the development of natural history and he was thus a founder of proto-scientific inquiry.",,,,,,,joris
483,483,johannes becx,https://www.wikigallery.org//wiki/artist6491/Johannes-Becx/page-1,,,,,,,,becx
484,484,eugene henri cauchois,https://www.wikigallery.org//wiki/artist48169/Eugene-Henri-Cauchois/page-1,"The Prix de Rome (pronounced [pʁi də ʁɔm]) or Grand Prix de Rome was a French scholarship for arts students, initially for painters and sculptors, that was established in 1663 during the reign of Louis XIV of France. Winners were awarded a bursary that allowed them to stay in Rome for three to five years at the expense of the state. The prize was extended to architecture in 1720, music in 1803 and engraving in 1804. The prestigious award was abolished in 1968 by André Malraux, then Minister of Culture, following the May 68 riots that called for cultural change.",,,,,,,cauchois
485,485,johann andreas graff,https://www.wikigallery.org//wiki/artist52295/Johann-Andreas-Graff/page-1,"Maria Sibylla Merian (2 April 1647 – 13 January 1717) was a German naturalist and scientific illustrator. She was one of the earliest European naturalists to observe insects directly. Merian was a descendant of the Frankfurt branch of the Swiss Merian family.
Merian received her artistic training from her stepfather, Jacob Marrel, a student of the still life painter Georg Flegel. Merian published her first book of natural illustrations in 1675. She had started to collect insects as an adolescent. At age 13, she raised silkworms. In 1679, Merian published the first volume of a two-volume series on caterpillars; the second volume followed in 1683. Each volume contained 50 plates that she engraved and etched. Merian documented evidence on the process of metamorphosis and the plant hosts of 186 European insect species. Along with the illustrations Merian included descriptions of their life cycles.
In 1699, Merian travelled to Dutch Guiana to study and record the tropical insects native to the region. In 1705, she published Metamorphosis Insectorum Surinamensium. Merian's Metamorphosis has been credited with influencing a range of naturalist illustrators. Because of her careful observations and documentation of the metamorphosis of the butterfly, Merian is considered by David Attenborough to be among the more significant contributors to the field of entomology. She discovered many new facts about insect life through her studies. Until her careful, detailed work, it had been thought that insects were ""born of mud"" by spontaneous generation.",485.0,176.0,79.0,1647-04-02,1717-01-13,,graff
486,486,myles birket foster,https://www.wikigallery.org//wiki/artist48895/Myles-Birket-Foster/page-1,"Myles Birket Foster  (4 February 1825 – 27 March 1899) was a British illustrator, watercolourist and engraver in the Victorian period. His name is also to be found as Myles Birkett Foster.",,,,,,,foster
487,487,philipp otto runge,https://www.wikigallery.org//wiki/artist35606/Philipp-Otto-Runge/page-1,"Philipp Otto Runge (German: [ˈʁʊŋə]; 1777–1810) was a German artist, a draftsman, painter, and color theorist. Runge and Caspar David Friedrich are often regarded as the leading painters of the German Romantic movement.: 51 p. : 443 pp.  He is frequently compared with William Blake by art historians, although Runge's short ten-year career is not easy to equate to Blake's career.: 38 pp. : 343 pp.   By all accounts he had a brilliant mind and was well versed in the literature and philosophy of his time. He was a prolific letter writer and maintained correspondences and friendships with contemporaries such as Carl Ludwig Heinrich Berger, Caspar David Friedrich, Johann Wolfgang von Goethe, Friedrich Wilhelm Joseph Schelling, Henrik Steffens, and Ludwig Tieck. His paintings are often laden symbolism and allegories.: 37 pp.   For eight years he planned and refined his seminal project, Tageszeiten (Times of Day), four monumental paintings 50 square meters each, which in turn were only part of a larger collaborative Gesamtkunstwerk that was to include poetry, music, and architecture, but remained unrealized at the time of his death.: 71 p.   With it he aspired to abandon the traditional iconography of Christianity in European art and find a new expression for spiritual values through symbolism in landscapes.: 98, 135 pp.  One historian stated ""In Runge's painting we are clearly dealing with the attempt to present contemporary philosophy in art."": 450 pp.  He wrote an influential volume on color theory in 1808, Sphere of Colors, that was published the same year he died.Runge was born in 1777 in Wolgast, a town in northeast Germany on the Baltic Sea (Swedish Pomerania at that time). He contracted pulmonary tuberculosis at an early age and was in frail health throughout his life. As a youth he attended a school headed by Ludwig Gotthard Kosegarten. His father was a successful merchant and ship owner and Philipp and his older brother Daniel were groomed to follow him in his business. Daniel moved to Hamburg to manage a branch of the family business and Philipp soon followed to serve as an apprentice (ca. 1793 – 96). There he began making contact with poets, publishers, and art collectors such as Matthias Claudius, Friedrich Gottlieb Klopstock, Justus Perthes, and Johannes Michael Speckter who encouraged Runge in the arts, philosophy, and intellectual interests. He started taking drawing lessons in Hamburg in 1797 with Heinrich Joachim Herterich and Gerdt Hardorff the Elder and it was only after a several years in Hamburg, in his early twenties, that Runge decided on a career as an artist.Runge studied painting for three years at the Copenhagen Academy (now the Royal Danish Academy of Fine Arts), from 1798 to1801 with Jens Juel and Nicolai Abildgaard, where Caspar David Friedrich, three years his senior, had recently preceded him. Runge then attended the Dresden Academy of Fine Arts from 1801 to 1804 studying with Anton Graff and making contact with a broader circle of figures in the burgeoning Romantic movement. The poet and writer Ludwig Tieck was particularly influential in introducing Runge to new literature and the mystical ideas  of Jakob Böhme and Novalis. Runge met Pauline Bassenge in Dresden in 1801 when she was 16 years old. They were married in Dresden on April 3, 1804, and soon moved back to Hamburg. They had four children, the youngest born after Runge's death. Runge died of consumption (tuberculosis) in 1810, at the age 33, his life's work spanning  little more than ten years. Much of his surviving work was donated to the Hamburger Kunsthalle by his widow Pauline Runge née Bassenge in 1872.: 435, 443–452 pp. : 70–75, 80, & 88 pp. ",487.0,177.0,430.0,1777-07-23,1810-12-02,,runge
488,488,klavdiy vasilievich lebedev,https://www.wikigallery.org//wiki/artist50593/Klavdiy-Vasilievich-Lebedev/page-1,,,,,,,,lebedev
489,489,leon augustin lhermitte,https://www.wikigallery.org//wiki/artist50816/Leon-Augustin-Lhermitte/page-1,"Léon Augustin Lhermitte (31 July 1844, Mont-Saint-Père – 28 July 1925, Paris) was a French naturalist painter and etcher whose primary subject matter was rural scenes depicting peasants at work.",,,,,,,lhermitte
490,490,john anster fitzgerald,https://www.wikigallery.org//wiki/artist48912/John-Anster-Fitzgerald/page-1,"John Anster Christian Fitzgerald (1819 – 1906) was a Victorian era fairy painter and portrait artist. He was nicknamed ""Fairy Fitzgerald"" for his main genre. Many of his fairy paintings are dark and contain images of ghouls, demons, and references to drug use; his work has been compared to the surreal nightmare-scapes of Hieronymus Bosch and Pieter Brueghel.",,,,,,,fitzgerald
491,491,william stephen coleman,https://www.wikigallery.org//wiki/artist46212/William-Stephen-Coleman/page-1,William Stephen Coleman (1829–1904) was an English painter and book illustrator.,,,,,,,coleman
493,493,william hodges,https://www.wikigallery.org//wiki/artist37724/William-Hodges/page-1,"William Hodges RA (28 October 1744 – 6 March 1797) was an English painter. He was a member of James Cook's second voyage to the Pacific Ocean and is best known for the sketches and paintings of locations he visited on that voyage, including Table Bay, Tahiti, Easter Island, New Zealand, Dusky Sound and the Antarctic.",,,,,,,hodges
494,494,james barry,https://www.wikigallery.org//wiki/artist39019/James-Barry/page-1,,,,,,,,barry
495,495,sandro botticelli alessandro filipepi,https://www.wikigallery.org//wiki/artist36823/Sandro-Botticelli-%28Alessandro-Filipepi%29/page-1,"Alessandro di Mariano di Vanni Filipepi (c. 1445 – May 17, 1510), known as Sandro Botticelli (, Italian: [ˈsandro bottiˈtʃɛlli]), was an Italian painter of the Early Renaissance. Botticelli's posthumous reputation suffered until the late 19th  century, when he was rediscovered by the Pre-Raphaelites who stimulated a reappraisal of his work. Since then, his paintings have been seen to represent the linear grace of late Italian Gothic and some Early Renaissance painting, even though they date from the latter half of the Italian Renaissance period.
In addition to the mythological subjects for which he is best known today, Botticelli painted a wide range of religious subjects (including dozens of renditions of the Madonna and Child, many in the round tondo shape) and also some portraits. His best-known works are The Birth of Venus and Primavera, both in the Uffizi in Florence, which holds many of Botticelli’s works. Botticelli lived all his life in the same neighbourhood of Florence; his only significant times elsewhere were the months he spent painting in Pisa in 1474 and the Sistine Chapel in Rome in 1481–82.Only one of Botticelli's paintings, the Mystic Nativity (National Gallery, London) is inscribed with a date (1501), but others can be dated with varying degrees of certainty on the basis of archival records, so the development of his style can be traced with some confidence.  He was an independent master for all the 1470s, which saw his reputation soar. The 1480s were his most successful decade, the one in which his large mythological paintings were completed along with many of his most famous Madonnas.  By the 1490s his style became more personal and to some extent mannered. His last works show him moving in a direction opposite to that of Leonardo da Vinci (seven years his junior) and the new generation of painters creating the High Renaissance style, and instead returning to a style that many have described as more Gothic or ""archaic.""",41.0,28.0,28.0,,1510-05-17,,filipepi
496,496,elizabeth stanhope forbes,https://www.wikigallery.org//wiki/artist40996/Elizabeth-Stanhope-Forbes/page-1,Stanhope Alexander Forbes  (18 November 1857 – 2 March 1947) was a British artist and a founding member of the influential Newlyn school of painters. He was often called 'the father of the Newlyn School'.,496.0,178.0,431.0,, 1947-03-03,,forbes
497,497,jan van kessel,https://www.wikigallery.org//wiki/artist34530/Jan-van-Kessel/page-1,,,,,,,,kessel
498,498,juan luna y novicio,https://www.wikigallery.org//wiki/artist51197/Juan-Luna-y-Novicio/page-1,"Juan Luna de San Pedro y Novicio Ancheta (Spanish: [ˈxwan ˈluna], Tagalog: [hwɐn ˈluna]; October 23, 1857 – December 7, 1899) was a Filipino painter, sculptor and a political activist of the Philippine Revolution during the late 19th century. He became one of the first recognized Philippine artists.
His winning the gold medal in the 1884 Madrid Exposition of Fine Arts, along with the silver win of fellow Filipino painter Félix Resurrección Hidalgo, prompted a celebration which was a major highlight in the memoirs of members of the Propaganda Movement, with the fellow Ilustrados toasting to the two painters' good health and to the brotherhood between Spain and the Philippines.
Well regarded for work done in the manner of European academies of his time, Luna painted literary and historical scenes, some with an underscore of political commentary. His allegorical works were inspired with classical balance, and often showed figures in theatrical poses.

",498.0,179.0,432.0,1857-10-23,1899-12-07,,novicio
499,499,nicolas lancret,https://www.wikigallery.org//wiki/artist37460/Nicolas-Lancret/page-1,"Nicolas Lancret (22 January 1690 – 14 September 1743) was a French painter. Born in Paris, he was a brilliant depicter of light comedy which reflected the tastes and manners of French society during the regency of the Duke of Orleans and, later, early reign of King Louis XV.

",499.0,2.0,2.0,1690-01-22,1743-09-14,,lancret
500,500,robert alexander hillingford,https://www.wikigallery.org//wiki/artist45612/Robert-Alexander-Hillingford/page-1,"Robert Alexander Hillingford (28 January 1828 – 1904) was an English painter. He specialized in historical pictures, often battle scenes.",,,,,,,hillingford
501,501,"giovanni battista salvi, il sassoferrato",https://www.wikigallery.org//wiki/artist60935/Giovanni-Battista-Salvi%2C-Il-Sassoferrato/page-1,"Giovanni Battista Salvi da Sassoferrato (August 25, 1609 – August 8, 1685), also known as Giovanni Battista Salvi, was an Italian Baroque painter, known for his archaizing commitment to Raphael's style. He is often referred to only by the town of his birthplace (Sassoferrato), as was customary in his time, and for example seen with da Vinci and Caravaggio.",,,,,,,sassoferrato
502,502,giuseppe de nittis,https://www.wikigallery.org//wiki/artist39555/Giuseppe-de-Nittis/page-1,"Giuseppe De Nittis (February 25, 1846 – August 21, 1884) was one of the most important Italian painters of the 19th century, whose work merges the styles of Salon art and Impressionism.",,,,,,,nittis
503,503,adolf lins,https://www.wikigallery.org//wiki/artist50755/Adolf-Lins/page-1,,,,,,,,lins
504,504,george william joy,https://www.wikigallery.org//wiki/artist48861/George-William-Joy/page-1,"George William Joy (7 July 1844 in Dublin, Ireland – 28 October 1925 in Purbrook, Hampshire) was an Irish painter in London.",504.0,178.0,433.0,,,,joy
505,505,giovanni battista pittoni the younger,https://www.wikigallery.org//wiki/artist47000/Giovanni-Battista-Pittoni-the-younger/page-1,"Richard Neumann (born December 17, 1879, in Vienna, died 1961 in New York) was an Austrian industrialist and art collector persecuted by Nazis because he was Jewish.",,,,,,,younger
506,506,alexandre-francois desportes,https://www.wikigallery.org//wiki/artist34683/Alexandre-Francois-Desportes/page-1,"Alexandre-François Desportes (24 February 1661 — 20 April 1743) was a French painter and decorative designer who specialised in animals.
Desportes was born in Champigneulle, Ardennes. He studied in Paris, in the studio of the Flemish painter Nicasius Bernaerts, a pupil of Frans Snyders. During a brief sojourn in Poland, 1695–96, he painted portraits of John III Sobieski and Polish aristocrats; after the king's death Desportes returned to Paris, convinced that he should specialise in animals and flowers. He was received by the Académie de peinture et de sculpture in 1699, with the Self-Portrait in Hunting Dress now in the Musée du Louvre. In 1712–13 he spent six months in England. He received many commissions for decorative panels for the royal châteaux: Versailles, Marly, Meudon, Compiègne and, his last royal commission, for Louis XV at Choisy, 1742. He also did decorative paintings for the duc de Bourbon at Chantilly. Both Louis XIV and Louis XV commissioned portraits of their favorite hunting dogs.
Desportes would follow the royal hunt with a small notebook he carried to make on-site sketches for still lives of the game that resulted from the day's hunt, for the king to make a choice of which were to be worked up into finished paintings. In several paintings he combined game with a buffet of spectacular pieces of silver as they might be displayed in a dining room; these are precious documents of the lost silver of the reign of Louis XIV.
His details of trophies of game or animals were used in cartoons for tapestry in which work of several painters was combined, woven at the Savonnerie and at the Gobelins (Portière de Diane, Louvre). For the Gobelins he designed the series of tapestries called Les Nouvelles Indes (8 of them, woven in the Manufacture Les Gobelins in Paris, have been saved in Archbishop's palace in Prague).
At his death, in Paris, he left a considerable amount of work in his studio (where his nephew Nicolas had trained), which included studies of animals and plants as well as some fox-hunting sketches by Jan Fyt. In 1784, the comte d'Angiviller, general director of the Bâtiments du Roi acquired these resources for painter's models at the manufactory of Sèvres porcelain, so that Desportes' influence in the iconography of French arts extended almost throughout the century.",,,,,,,desportes
507,507,jacob marrel,https://www.wikigallery.org//wiki/artist55476/Jacob-Marrel/page-1,Jacob Marrel (1613/1614 – 11 November 1681) was a German still life painter active in Utrecht during the Dutch Golden Age.,507.0,180.0,434.0,,,,marrel
508,508,alexei alexeivich harlamoff,https://www.wikigallery.org//wiki/artist39168/Alexei-Alexeivich-Harlamoff/page-1,,,,,,,,harlamoff
509,509,jules frederic ballavoine,https://www.wikigallery.org//wiki/artist45990/Jules-Frederic-Ballavoine/page-1,"Jules Frédéric Ballavoine (1842–1914) was a French painter and draughtsman. He painted portraits, landscapes, genre and historical scenes and nudes. According to the Benezit Dictionary of Artists, ""He painted conventional historical themes, but his genre painting is freer and more intimate in style.""",509.0,181.0,435.0,,,,ballavoine
510,510,raymond delamarre,https://www.wikigallery.org//wiki/artist62720/Raymond-Delamarre/page-1,"Raymond Delamarre (1890–1986) was a French sculptor and medalist. He played a major role in the Art Déco movement. While his ecclesiastical work showed the influence of Catholicism, he was personally agnostic. His art, especially his war memorials, was also influenced by his firsthand experiences of the horrors of the First World War.",,,,,,,delamarre
511,511,george romney,https://www.wikigallery.org//wiki/artist35623/George-Romney/page-1,"George Wilcken Romney (July 8, 1907 – July 26, 1995) was an American businessman and politician. A member of the Republican Party, he served as chairman and president of American Motors Corporation from 1954 to 1962, the 43rd governor of Michigan from 1963 to 1969, and 3rd secretary of Housing and Urban Development from 1969 to 1973. He was the father of Mitt Romney, former governor of Massachusetts and 2012 Republican presidential nominee who currently serves as United States senator from Utah; the husband of 1970 U.S. Senate candidate Lenore Romney; and the paternal grandfather of current Republican National Committee chair Ronna McDaniel.
Romney was born to American parents living in the Mormon colonies in Mexico; events during the Mexican Revolution forced his family to flee back to the United States when he was a child. The family lived in several states and ended up in Salt Lake City, Utah, where they struggled during the Great Depression. Romney worked in a number of jobs, served as a Mormon missionary in the United Kingdom, and attended several colleges in the U.S. but did not graduate from any of them. In 1939, he moved to Detroit and joined the American Automobile Manufacturers Association, where he served as the chief spokesman for the automobile industry during World War II and headed a cooperative arrangement in which companies could share production improvements. He joined Nash-Kelvinator in 1948, and became the chief executive of its successor, American Motors Corporation, in 1954. There he turned around the struggling firm by focusing all efforts on the compact Rambler car. Romney mocked the products of the ""Big Three"" automakers as ""gas-guzzling dinosaurs"" and became one of the first high-profile, media-savvy business executives. Devoutly religious, he presided over the Detroit Stake of the Church of Jesus Christ of Latter-day Saints.
Having entered politics in 1961 by participating in a state constitutional convention to rewrite the Michigan Constitution, Romney was elected Governor of Michigan in 1962. Re-elected by increasingly large margins in 1964 and 1966, he worked to overhaul the state's financial and revenue structure, greatly expanding the size of state government and introducing Michigan's first state income tax. Romney was a strong supporter of the American Civil Rights Movement. He briefly represented moderate Republicans against conservative Republican Barry Goldwater during the 1964 U.S. presidential election. He requested the intervention of federal troops during the 1967 Detroit riot.
Initially a front runner for the Republican nomination for president of the United States in the 1968 election cycle, he proved an ineffective campaigner and fell behind Richard Nixon in polls. After a mid-1967 remark that his earlier support for the Vietnam War had been due to a ""brainwashing"" by U.S. military and diplomatic officials in Vietnam, his campaign faltered even more and he withdrew from the contest in early 1968. After being elected president, Nixon appointed Romney as Secretary of Housing and Urban Development. Romney's ambitious plans, which included housing production increases for the poor and open housing to desegregate suburbs, were modestly successful but often thwarted by Nixon. Romney left the administration at the start of Nixon's second term in 1973. Returning to private life, he advocated volunteerism and public service and headed the National Center for Voluntary Action and its successor organizations from 1973 through 1991. He also served as a regional representative of the Twelve within his church.",,,,,,,romney
512,512,emile munier,https://www.wikigallery.org//wiki/artist39283/Emile-Munier/page-1,Émile Munier (2 June 1840 – 29 June 1895) was a French academic artist and student of William-Adolphe Bouguereau.,512.0,2.0,2.0,1840-06-02,1895-06-29,,munier
513,513,alexander pope,https://www.wikigallery.org//wiki/artist35980/Alexander-Pope/page-1,"Alexander Pope (21 May 1688 O.S. – 30 May 1744) was an English poet, translator, and satirist of the Enlightenment era who is considered one of the most prominent English poets of the early 18th century. An exponent of Augustan literature,  Pope is best known for his satirical and discursive poetry including The Rape of the Lock, The Dunciad, and An Essay on Criticism, and for his translations of Homer. 
After Shakespeare, Pope is the second-most quoted author in The Oxford Dictionary of Quotations, some of his verses having entered common parlance (e.g. ""damning with faint praise"" or ""to err is human; to forgive, divine"").",,,,,,,pope
514,514,yves tanguy,https://www.wikigallery.org//wiki/artist36798/Yves-Tanguy/page-1,"Raymond Georges Yves Tanguy (January 5, 1900 – January 15, 1955), known as just Yves Tanguy (, French: [iv tɑ̃ɡi]), was a French surrealist painter.",514.0,2.0,436.0,1900-01-05,1955-01-15,,tanguy
515,515,frederick marianus kruseman,https://www.wikigallery.org//wiki/artist49961/Frederick-Marianus-Kruseman/page-1,,,,,,,,kruseman
516,516,andre henri dargelas,https://www.wikigallery.org//wiki/artist46442/Andre-Henri-Dargelas/page-1,"Théophile Emmanuel Duverger (17 March 1821, in Bordeaux – 25 August 1898, in Écouen)  was a French painter. He was the stepfather of painter André-Henri Dargelas.
Duverger was a self-taught painter who learned by observing nature and the works of great painters. He was an exhibitor at the Paris Salon from 1846 and showed portraits of women. Subsequently he dealt primarily genre scenes. He received a third class medal at the Salon of 1861, with a reminder in 1863. He won another medal in 1865.
His painting The worker and his children (Fr. Le laboureur et ses enfants) was bought by the State in 1865 for the Musée du Luxembourg in Paris and now in the collection of the Musée d'Orsay.",,,,,,,dargelas
517,517,barbara krafft,https://www.wikigallery.org//wiki/artist49922/Barbara-Krafft/page-1,,,,,,,,krafft
518,518,hans olaf heyerdahl,https://www.wikigallery.org//wiki/artist53164/Hans-Olaf-Heyerdahl/page-1,Hans Olaf Halvor Heyerdahl (8 July 1857 – 10 October 1913) was a Norwegian Realist painter. His work was characterized by naturalism and focused largely on portraits and landscape paintings.,,,,,,,heyerdahl
519,519,ralph albert blakelock,https://www.wikigallery.org//wiki/artist45174/Ralph-Albert-Blakelock/page-1,"Ralph Albert Blakelock (October 15, 1847 – August 9, 1919) was a romanticist American painter known primarily for his landscape paintings related to the Tonalism movement.",519.0,142.0,437.0,1847-10-15,1919-08-09,,blakelock
520,520,jean frédéric bazille,https://www.wikigallery.org//wiki/artist42558/Jean-Fr%C3%83%C2%A9d%C3%83%C2%A9ric-Bazille/page-1,"Jean Frédéric Bazille (December 6, 1841 – November 28, 1870) was a French Impressionist painter. Many of Bazille's major works are examples of figure painting in which he placed the subject figure within a landscape painted en plein air.",520.0,182.0,438.0,1841-12-06,1870-11-28,,bazille
521,521,tullio garbari,https://www.wikigallery.org//wiki/artist51715/Tullio-Garbari/page-1,,,,,,,,garbari
522,522,walter frier,https://www.wikigallery.org//wiki/artist1368/Walter-Frier/page-1,,,,,,,,frier
